index,code,name,en_name
80,17012,清河,Qinghe
81,17086,巨野,Juye
82,17091,虞城,Yucheng
83,17009,大名,Daming
84,17032,汲县,Ji Xian
85,17011,魏县,Wei Xian
86,17013,开州,Kai Zhou
87,17093,济州,Ji Zhou
88,17005,林州,Lin Zhou
89,17069,陵州,Ling Zhou
90,17004,临漳,Linzhang
91,16888,迁安,Qian'an
92,17008,元城,Yuancheng
93,17140,邹平,Zouping
94,17110,乐安,Le'an
95,16979,内邱,Neiqiu
96,17018,滑州,Hua Zhou
97,16941,栾城,Luancheng
98,17084,邱县,Qiu Xian
99,17351,东宁路,Dongning Lu
100,16945,灵寿,Lingshou
101,17353,中和,Zhonghe
102,16944,平山,Pingshan
103,16948,赵州,Zhao Zhou
104,16988,曲周,Quzhou
105,16939,真定,Zhending
106,16984,唐山,Tangshan
107,16881,怀安,Huai'an
108,17352,土山,Toshan
109,17010,南乐,Nanle
110,17141,济阳,Jiyang
111,17036,辉州,Hui Zhou
112,17038,淇州,Qi Zhou
113,17157,莱州,Lai Zhou
114,17187,东胜州,Dongsheng Zhou
115,200013,茌平,Chiping
116,16934,安肃州,Ansu Zhou
117,17183,武州,Wu Zhou
118,17092,丰县,Feng Xian
119,17077,平阴,Pingyin
120,17133,峄州,Yi Zhou
121,16977,邢台,Xingtai
122,16929,安州,An Zhou
123,17003,荡阴,Tangyin
124,17180,朔州,Shuo Zhou
125,17080,堂邑,Tangyi
126,17172,怀仁,Huairen
127,17081,莘县,Shen Xian
128,16914,曲阳,Quyang
129,17119,密州,Mi Zhou
130,17072,须城,Xucheng
131,17139,章邱,Zhangqiu
132,17087,郓城,Yuncheng
133,16982,沙河,Shahe
134,17138,历城,Licheng
135,17034,获嘉,Huojia
136,17063,献州,Xian Zhou
137,17147,滨州,Bin Zhou
138,17079,聊城,Liaocheng
139,17042,肃宁,Suning
140,16989,肥乡,Feixiang
141,17030,温县,Wen Xian
142,17035,昨城,Zuocheng
143,16990,鸡泽,Jize
144,17090,砀山,Dangshan
145,17059,清州,Qing Zhou
146,17171,平地,Pingdi
147,17122,莒州,Ju Zhou
148,17066,莫州,Mo Zhou
149,17459,通许,Tongxu
150,17449,中牟,Zhongmou
151,17549,蒙城,Mengcheng
152,17390,确山,Queshan
153,17545,安丰,Anfeng
154,17605,石首,Shishou
155,17437,景陵,Jingling
156,17452,荣泽,Rongze
157,17443,随州,Sui Zhou
158,17440,孝感,Xiaogan
159,17485,睢州,Sui Zhou
160,17475,陈州,Chen Zhou
161,17481,钧州,Jun Zhou
162,17458,兰阳,Lanyang
163,17447,开封,Kaifeng
164,16985,任县,Ren Xian
165,17453,封邱,Fengqiu
166,17550,濠州,Hao Zhou
167,17411,宁陵,Ningling
168,17442,云梦,Yunmeng
169,17415,宿州,Su Zhou
170,17441,应城,Yingcheng
171,17428,高邮,Gaoyou
172,17460,尉氏,Weishi
173,17388,上蔡,Shangcai
174,17555,怀宁,Huaining
175,17450,原武,Yuanwu
176,17557,望江,Wangjiang
177,17559,桐城,Tongcheng
178,17469,许州,Xu Zhou
179,17461,太康,Taikang
180,17455,阳武,Yangwu
181,17454,扶沟,Fugou
182,17511,均州,Jun Zhou
183,200006,下蔡,Xiacai
184,17448,祥符,Xiangfu
185,17535,无为州,Wuwei Zhou
186,17531,和州,He Zhou
187,17530,舒城,Shucheng
188,17529,梁县,Liang Xian
189,17558,太湖,Taihu
190,17539,六安州,Lu'an Zhou
191,17560,潜山,Qianshan
192,17519,蕲水,Qishui
193,17528,合肥,Hefei
194,7063,布伦托海设治局,Buluntuohai Shezhiju
195,7015,萝北设治局,Luobei Shezhiju
196,7020,索伦山设治局,Suolunshan Shezhiju
197,7079,都兰理事公署,Dulan Lishigongshu
198,18279,乌程,Wucheng
199,17546,霍丘,Huoqiu
200,17526,麻城,Macheng
201,17520,广济,Guangji
202,17571,泰州,Tai Zhou
203,17556,宿松,Susong
204,17582,盐城,Yancheng
205,17457,延津,Yanjin
206,17521,黄梅,Huangmei
207,17544,寿春,Shouchun
208,17522,罗田,Luotian
209,17409,永城,Yongcheng
210,17525,黄陂,Huangpi
211,17614,远安,Yuan'an
212,17518,蕲春,Qichun
213,17514,房州,Fang Zhou
214,17594,泗州,Si Zhou
215,17607,枝江,Zhijiang
216,17524,黄冈,Huanggang
217,17434,京山,Jingshan
218,17422,亳州,Bo Zhou
219,16796,奉符,Fengfu
220,16797,长清,Changqing
221,16786,朝城,Chaocheng
222,17585,淮安路海岸海水,Huai'an Lu Coastal Waters
223,17603,江陵,Jiangling
224,16862,云州,Yun Zhou
225,17433,长寿,Changshou
226,17213,平定州,Pingding Zhou
227,17436,玉沙,Yusha
228,17439,安陆,Anlu
229,17613,长阳,Changyang
230,17563,泰兴,Taixing
231,17491,洛阳,Luoyang
232,17564,真州,Zhen Zhou
233,17427,高邮,Gaoyou
234,17216,临州,Lin Zhou
235,16981,广宗,Guangzong
236,17033,新乡,Xinxiang
237,16879,兴和路,Xinghe Lu
238,16983,南和,Nanhe
239,17207,石州,Shi Zhou
240,17127,沂州,Yi Zhou
241,17234,盂州,Yu Zhou
242,16789,观城,Guancheng
243,17586,海宁州,Haining Zhou
244,16788,临清,Linqing
245,16787,馆陶,Guantao
246,16817,良乡,Liangxiang
247,16792,高唐,Gaotang
248,16794,武城,Wucheng
249,16832,蓟州,Ji Zhou
250,16790,范县,Fan Xian
251,17431,高邮府海岸海水,Gaoyou Fu Coastal Waters
252,17391,遂平,Suiping
253,17408,睢阳,Suiyang
254,17451,鄢陵,Yanling
255,17496,孟津,Mengjin
256,17456,杞县,Qi Xian
257,17464,郑州,Zheng Zhou
258,17574,通州,Tong Zhou
259,17462,洧川,Weichuan
260,17389,西平,Xiping
261,17397,息州,Xi Zhou
262,17506,南漳,Nanzhang
263,17404,信阳州,Xinyang Zhou
264,17387,汝阳,Ruyang
265,17418,邳州,Pei Zhou
266,17193,文水,Wenshui
267,17463,陈留,Chenliu
268,17611,夷陵,Yiling
269,17410,下邑,Xiayi
270,17429,兴化,Xinghua
271,17583,桃园,Taoyuan
272,17581,山阳,Shanyang
273,17580,山阳,Shanyang
274,17577,崇明州,Chongming Zhou
275,17392,颖州,Ying Zhou
276,17584,清河,Qinghe
277,17185,丰州,Feng Zhou
278,17608,潜江,Qianjiang
279,17606,松滋,Songzi
280,17604,公安,Gong'an
281,17609,监利,Jianli
282,17600,安东州,Andong Zhou
283,17400,光州,Guang Zhou
284,17430,宝应,Baoying
285,17612,宜都,Yidu
286,18370,黄岩州,Huangyan Zhou
287,18381,宣城,Xuancheng
288,18784,祁阳,Qiyang
289,18794,灌阳,Guanyang
290,18779,江华,Jianghua
291,18796,邵阳,Shaoyang
292,18800,绥宁,Suining
293,18791,桂东,Guidong
294,18790,桂阳,Guiyang
295,18788,永兴,Yongxing
296,18780,永明,Yongming
297,18392,绩溪,Jixi
298,18393,婺源州,Wuyuan Zhou
299,18391,黟县,Yi Xian
300,18384,宁国,Ningguo
301,18340,东阳,Dongyang
302,18799,武冈,Wugang
303,18713,武昌,Wuchang
304,18777,营道,Yingdao
305,18335,江山,Jiangshan
306,18758,醴陵州,Liling Zhou
307,18787,宜章,Yizhang
308,18453,浦城,Pucheng
309,18718,平江州,Pingjiang Zhou
310,18789,兴宁,Xingning
311,18715,巴陵,Baling
312,18386,太平,Taiping
313,18797,新化,Xinhua
314,18750,会同,Huitong
315,18782,零陵,Lingling
316,18803,临武,Linwu
317,18786,郴阳,Chenyang
318,18766,湘潭州,Xiangtan Zhou
319,18717,华容,Huarong
320,18348,山阴,Shanyin
321,18385,旌德,Jingde
322,18349,会稽,Kuaiji
323,18351,萧山,Xiaoshan
324,18352,嵊县,Sheng Xian
325,18353,新昌,Xinchang
326,18390,祁门,Qimen
327,18361,瑞安州,Rui'an Zhou
328,18288,嘉兴,Jiaxing
329,18360,乐清,Leqing
330,18359,永嘉,Yongjia
331,18344,浦江,Pujiang
332,18366,临海,Linhai
333,18343,武义,Wuyi
334,18342,永康,Yongkang
335,18341,义乌,Yiwu
336,18363,平阳州,Pingyang Zhou
337,18333,西安,Xi'an
338,18388,歙县,She Xian
339,18378,缙云,Jinyun
340,18377,青田,Qingtian
341,18376,遂昌,Suichang
342,18374,龙泉,Longquan
343,18373,丽水,Lishui
344,18350,上虞,Shangyu
345,18367,仙居,Xianju
346,18775,酃县,Ling Xian
347,18368,宁海,Ninghai
348,18339,金华,Jinhua
349,18711,崇阳,Chongyang
350,18369,天台,Tiantai
351,18356,诸暨州,Zhuji Zhou
352,18623,普宁,Puning
353,18375,松阳,Songyang
354,18482,长汀,Changting
355,18774,安仁,Anren
356,18500,武宁,Wuning
357,18398,安仁,Anren
358,18492,长泰,Changtai
359,211086,永安,Yong'an
360,18490,漳浦,Zhangpu
361,18499,靖安,Jing'an
362,18485,莲城,Liancheng
363,18497,进贤,Jinxian
364,18484,清流,Qingliu
365,18486,上杭,Shanghang
366,18487,武平,Wuping
367,18501,富州,Fu Zhou
368,18452,瓯宁,Ouning
369,18379,庆元,Qingyuan
370,18489,龙溪,Longxi
371,18480,将乐,Jiangle
372,18284,长兴州,Changxing Zhou
373,16785,鄄城,Juancheng
374,17332,义州,Yi Zhou
375,18283,武康,Wukang
376,18281,安吉,Anji
377,211145,盐官州,Yanguan zhou
378,18469,兴化,Xinghua
379,18308,宜兴州,Yixing Zhou
380,18477,尤溪,Youxi
381,18315,金坛,Jintan
382,200010,丰城,fengcheng
383,18503,宁州,Ning Zhou
384,18498,奉新,Fengxin
385,18495,南昌,Nanchang
386,18496,新建,Xinjian
387,18465,德化,Dehua
388,18756,宁乡,Ningxiang
389,18764,湘乡州,Xiangxiang Zhou
390,18778,宁远,Ningyuan
391,18695,漕泥等处蛮夷军民长官司,Caoni dengchu manyi zhangguansi
392,18793,清湘,Qingxiang
393,18770,湘阴州,Xiangyin Zhou
394,18810,义宁,Yining
395,18479,顺昌,Shunchang
396,18755,衡山,Hengshan
397,18459,晋江,Jinjiang
398,18804,蓝山,Lanshan
399,18762,攸州,You Zhou
400,18802,平阳,Pingyang
401,18768,益阳州,Yiyang Zhou
402,18760,浏阳州,Liuyang Zhou
403,18749,永平,Yongping
404,18619,南流,Nanliu
405,18468,仙游,Xianyou
406,18773,衡阳,Hengyang
407,18476,南平,Nanping
408,18471,邵武,Shaowu
409,18474,建宁,Jianning
410,18473,泰宁,Taining
411,18491,龙岩,Longyan
412,18472,光泽,Guangze
413,18330,昌国州,Changguo Zhou
414,18456,松溪,Songxi
415,18483,宁化,Ninghua
416,18464,安溪,Anxi
417,18463,永春,Yongchun
418,18462,同安,Tong'an
419,18461,惠安,Hui'an
420,18460,南安,Nan'an
421,18478,沙县,Sha Xian
422,18467,莆田,Putian
423,17509,光化,Guanghua
424,17319,广宁路,Guangning Lu
425,17320,闾阳,Luyang
426,17322,肇州,Zhao Zhou
427,17321,望平,Wangping
428,17336,瑞州,Rui Zhou
429,17154,长山,Changshan
430,17364,长林,Changlin
431,17494,登封,Dengfeng
432,17312,辽阳,Liaoyang
433,17508,谷城,Gucheng
434,17507,宜城,Yicheng
435,17567,滁州,Chu Zhou
436,17505,襄阳,Xiangyang
437,17497,新安,Xin'an
438,16907,宁昌,Ningchang
439,17340,锦州,Jin Zhou
440,17492,宜阳,Yiyang
441,16916,博野,Boye
442,16917,易州,Yi Zhou
443,16921,祁州,Qi Zhou
444,17276,隰州,Xi Zhou
445,16925,雄州,Xiong Zhou
446,16956,冀州,Ji Zhou
447,17317,豪州,Hao Zhou
448,17313,盖州,Gai Zhou
449,17382,裕州,Yu Zhou
450,17367,南阳,Nanyang
451,17348,建州,Jian Zhou
452,17315,懿州,Yi Zhou
453,17346,川州,Chuan Zhou
454,17344,惠州,Hui Zhou
455,17330,惠和,Huihe
456,17373,唐州,Tang Zhou
457,16855,兴州,Xing Zhou
458,17325,大定,Dading
459,17162,登州,Deng Zhou
460,17045,临邑,Linyi
461,17043,齐东,Qidong
462,17047,沧州,Cang Zhou
463,17041,河间,Hejian
464,17153,淄川,Zichuan
465,17365,当阳,Dangyang
466,17338,高州,Gao Zhou
467,17169,白登,Baideng
468,17326,龙山,Longshan
469,18345,兰溪州,Lanxi Zhou
470,18783,东安,Dong'an
471,17329,金源,Jinyuan
472,17334,兴中州,Xingzhong Zhou
473,17327,富庶,Fushu
474,17102,单州,Shan Zhou
475,16940,槁城,Gaocheng
476,17493,永宁,Yongning
477,17375,嵩州,Song Zhou
478,17369,邓州,Deng Zhou
479,17368,镇平,Zhenping
480,17378,汝州,Ru Zhou
481,17342,利州,Li Zhou
482,17046,青城,Qingcheng
483,17156,蒲台,Putai
484,17175,浑源州,Hunyuan Zhou
485,17088,肥城,Feicheng
486,17089,金乡,Jinxiang
487,17168,大同,Datong
488,16946,阜平,Fuping
489,16943,获鹿,Huolu
490,17331,武平,Wuping
491,17498,偃师,Yanshi
492,17499,陕州,Shan Zhou
493,17044,宁津,Ningjin
494,17232,岚州,Lan Zhou
495,17073,东阿,Dong'e
496,17510,枣阳,Zaoyang
497,16947,涉县,She Xian
498,16972,中山府,Zhongshan Fu
499,16965,晋州,Jin Zhou
500,16936,完州,Wan Zhou
501,16962,深州,Shen Zhou
502,17292,河中府,Hezhong Fu
503,17189,云内州,Yunnei Zhou
504,16909,清苑,Qingyuan
505,16932,遂州,Sui Zhou
506,17173,弘州,Hong Zhou
507,17562,江都,Jiangdu
508,16911,唐县,Tang Xian
509,17155,新城,Xincheng
510,17282,沁州,Qin Zhou
511,17224,代州,Dai Zhou
512,16783,楚丘,Chuqiu
513,18354,余姚州,Yuyao Zhou
514,17195,祁县,Qi Xian
515,17228,兴州,Xing Zhou
516,17495,巩县,Gong Xian
517,17259,泽州,Ze Zhou
518,17226,台州,Tai Zhou
519,17239,洪洞,Hongtong
520,17074,阳谷,Yanggu
521,17222,管州,Guan Zhou
522,17286,辽州,Liao Zhou
523,16980,平乡,Pingxiang
524,16782,禹城,Yucheng
525,17290,吉州,Ji Zhou
526,16910,满城,Mancheng
527,17082,博平,Boping
528,16781,定陶,Dingtao
529,17265,解州,Jie Zhou
530,17240,浮山,Fushan
531,17218,保德州,Baode Zhou
532,16864,顺宁府,Shunning Fu
533,17241,汾西,Fenxi
534,17238,襄陵,Xiangling
535,16887,卢龙,Lulong
536,17220,崞州,Guo Zhou
537,16891,滦州,Luan Zhou
538,211080,燕南河北道宣慰司,Yannanhebeidao xuanweisi
539,16858,松州,Song Zhou
540,16970,蠡州,Li Zhou
541,16876,云需府,Yunxu Fu
542,16860,桓州,Huan Zhou
543,17083,茬平,Chiping
544,17192,阳曲,Yangqu
545,16890,昌黎,Changli
546,16901,集宁,Jining
547,16779,济阴,Jiyin
548,16915,新安,Xin'an
549,17076,寿张,Shouzhang
550,17170,宣宁,Xuanning
551,17177,应州,Ying Zhou
552,17237,临汾,Linfen
553,16899,泰宁,Taining
554,17053,景州,Jing Zhou
555,16897,天山,Tianshan
556,16780,成武,Chengwu
557,17272,霍州,Huo Zhou
558,16913,行唐,Xingtang
559,17075,汶上,Wenshang
560,16903,应昌,Yingchang
561,5877,顺庆府,Shunqing Fu
562,6501,曲靖军民府,Qujing Junminfu
563,5900,重庆府,Chongqing Fu
564,5951,行四川行承宣布政使司,Sichuan Xingchengxuanbuzhengshisi
565,5740,眉州,Mei Zhou
566,5732,潼川州,Tongchuan Zhou
567,6516,鹤庆军民府,Heqing Junminfu
568,5943,马湖府,Mahu Fu
569,6664,思州府,Sizhou Fu
570,5087,卫辉府,Weihui Fu
571,5801,松潘卫,Songpan Wei
572,5775,播州宣慰使司,Bozhou Xuanweishisi
573,300118,福山备御中前千户所,Fushan beiyu zhong-qian qianhusuo
574,5864,保宁府,Baoning Fu
575,5825,成都府,Chengdu Fu
576,5922,夔州府,Kuizhou Fu
577,5769,乌蒙军民府,Wumeng Junminfu
578,5761,雅州,Ya Zhou
579,5078,彰德府,Zhangde Fu
580,5745,嘉定州,Jiading Zhou
581,5767,东川军民府,Dongchuan Junminfu
582,5784,永宁宣抚司,Yongning Xuanfusi
583,5799,石砫宣慰使司,Shizhu Xuanweishisi
584,5793,平茶洞长官司,Pingchadong Zhangguansi
585,5890,叙州府,Xuzhou Fu
586,5756,泸州,Lu Zhou
587,5688,金峒安抚司,Jindong Anfusi
588,302300,邛州,Qiong Zhou?
589,5791,黎州守御军民千户所,Lizhou Shouyujunminqianhusuo
590,5710,永顺军民宣慰使司,Yongshun Junminxuanweishisi
591,5642,衡州府,Hengzhou Fu
592,5576,黄州府,Huangzhou Fu
593,5702,镇南长官司,Zhennanan Zhangguansi
594,5094,怀庆府,Huaiqing Fu
595,5795,酉阳宣慰使司,Youyang Xuanweishisi
596,6391,孟定府,Mengding Fu
597,6512,姚安军民府,Yao'an Junminfu
598,6462,澂江府,Chengjiang Fu
599,6559,车里军民宣慰使司,Cheli Junminxuanweishisi
600,6522,武定军民府,Wuding Junminfu
601,6670,镇远府,Zhenyuan Fu
602,6379,陇川宣抚司,Longchuan Xuanfusi
603,6383,湾甸御夷州,Wandian Yuyizhou
604,6475,广南府,Guangnan Fu
605,6600,龙里卫军民指挥使司,Longliwei Junminzhihuishisi
606,6487,镇沅府,Zhenyuan Fu
607,6688,黎平府,Liping Fu
608,6569,普安州,Pu'an Zhou
609,6377,干崖宣抚司,Ganya Xuanfusi
610,6429,临安府,Lin'an Fu
611,6496,顺宁府,Shunning Fu
612,6387,芒市长官司,Mangshi Zhangguansi
613,6416,大理府,Dali Fu
614,6452,楚雄府,Chuxiong Fu
615,6563,缅甸军民宣慰使司,Miandian Junminxuanweishisi
616,303562,代府群牧所,Daifu Qunmusuo
617,6385,镇康州,Zhenkang Zhou
618,6397,云南府,Yunnan Fu
619,6565,老挝军民宣慰使司,Laozhua Junminxuanweishi si
620,303633,永昌府,Yongchang Fu
621,6490,永宁府,Yongning Fu
622,6371,马龙他郎甸长官司,Malongtalang Zhangguansi
623,6564,八百大甸军民宣慰使司,Babaidadian Junminxuanweishisi
624,6473,景东府,Jingdong Fu
625,5771,乌撒军民府,Wusa Junminfu
626,6580,安顺州,Anshun Zhou
627,6566,南甸宣抚司,Nandian Xuanfusi
628,6372,者乐甸长官司,Zheledian Zhangguansi
629,6595,平越卫军民指挥使司,Pingyuewei Junminzhihuishisi
630,6531,丽江军民府,Lijiang Junminfu
631,6543,元江军民府,Yuanjiang Junminfu
632,5721,郧阳府,Yunyang Fu
633,5773,芒部军民府,Mangbu Junminfu
634,303634,龙安府,Long'an Fu
635,6676,石阡府,Shiqian Fu
636,6479,广西府,Guangxi Fu
637,6603,都匀卫军民指挥使司,Duyunwei Junminzhihuishisi
638,6471,蒙化府,Menghua Fu
639,6529,浔甸军民府,Xundian Junminfu
640,6389,猛缅卫君民指挥使司,Mengmianwei Junminzhihuishisi
641,6393,孟琏卫军民指挥使司,Menglianwei Junminzhihuishisi
642,6381,威远州,Weiyuan Zhou
643,6562,孟养军民宣慰使司,Mengyang Junminxuanweishisi
644,6561,木邦军民宣慰使司,Mubang Junminxuanweishisi
645,6373,北胜州,Beisheng Zhou
646,5552,汉阳府,Hanyang Fu
647,5332,杭州府,Hangzhou Fu
648,5555,襄阳府,Xiangyang Fu
649,5653,常德府,Changde Fu
650,301031,承天府,Chengtian fu
651,4610,常州府,Changzhou Fu
652,5488,瑞州府,Ruizhou Fu
653,4604,松江府,Songjiang Fu
654,5249,平凉府,Pingliang Fu
655,4662,安庆府,Anqing Fu
656,5691,散毛宣抚司,Sanmao Xuanfusi
657,5281,临洮府,Lintao Fu
658,5478,吉安府,Ji'an Fu
659,5684,忠路安抚司,Zhonglu Anfusi
660,5704,容美宣抚司,Rongmei Xuanfusi
661,5703,唐崖长官司,Tangyai Zhangguansi
662,5446,广信府,Guangxin Fu
663,5677,大田军民千户所,Datian Junmin qianhusuo
664,5611,岳州府,Yuezhou Fu
665,5568,德安府,De'an Fu
666,4673,宁国府,Ningguo Fu
667,5636,宝庆府,Baoqing Fu
668,5101,河南府,He'nan Fu
669,6322,茗盈州,Mingying Zhou
670,5224,凤翔府,Fengxiang Fu
671,5465,建昌府,Jianchang Fu
672,5492,临江府,Linjiang Fu
673,6324,龙英州,Longying Zhou
674,6204,向武州,Xiangwu Zhou
675,5294,延安府,Yan'an Fu
676,4716,泽州,Ze Zhou
677,5687,忠孝安抚司,Zhongxiao Anfusi
678,354,东川市,Dongchuan Shi
679,330,平安,Pyongan
680,257,凉山彝族自治州,Liangshan Yi Zizhizhou
681,218,梅州市,Meizhou Shi
682,317,克拉玛依市,Kelamayi Shi
683,313,银川市,Yinchuan Shi
684,314,石嘴山市,Shizuishan Shi
685,267,昭通地区,Zhaotong Diqu
686,291,商洛地区,Shangluo Diqu
687,295,嘉峪关市,Jiayuguan Shi
688,315,银南地区,Yinnan Diqu
689,1459,石河子市,Shihezi Shi
690,327,伊犁地区,Yili Diqu
691,338,乌鲁木齐市,Wulumuqi Shi
692,265,黔南布依族苗族自治州,Qiannan Buyi-Miao Zizhizhou
693,4700,辽州,Liao Zhou
694,6338,思同州,Sitong Zhou
695,6206,都康州,Dukang Zhou
696,5533,郴州,Chen Zhou
697,5667,永州府,Yongzhou Fu
698,6306,太平州,Taiping Zhou
699,300116,雄崖守御千户所,Xiongya shouyu qianhusuo
700,303444,归德府,Guide fu
701,5028,开封府,Kaifeng Fu
702,5678,东乡五路安抚司,Dongxiangwulu Anfusi
703,5540,武昌府,Wuchang Fu
704,5522,沔阳州,Mianyang Zhou
705,5658,辰州府,Chenzhou Fu
706,4704,沁州,Qin Zhou
707,5453,南康府,Nankang Fu
708,5621,长沙府,Changsha Fu
709,5459,九江府,Jiujiang Fu
710,4687,徽州府,Huizhou Fu
711,5022,汝州,Ru Zhou
712,4669,太平府,Taiping Fu
713,5439,饶州府,Raozhou Fu
714,4617,镇江府,Zhenjiang Fu
715,4652,庐州府,Luzhou Fu
716,5470,抚州府,Fuzhou Fu
717,4552,广德州,Guangde Zhou
718,4541,应天府,Yingtian Fu
719,5514,南安府,Nan'an Fu
720,5525,安陆州,Anlu Zhou
721,4592,苏州府,Suzhou Fu
722,5589,荆州府,Jingzhou Fu
723,5141,汝宁府,Runing Fu
724,5528,靖州,Jing Zhou
725,303443,汾州府,Fenzhou fu
726,5503,赣州府,Ganzhou Fu
727,303341,潞安府,Luanfu
728,4680,池州府,Chizhou Fu
729,5429,南昌府,Nanchang Fu
730,5498,袁州府,Yuanzhou Fu
731,5692,龙潭安抚司,Longtan Anfusi
732,4517,大名府,Daming Fu
733,300064,定辽中卫,Dingliao zhong wei
734,300121,金山备御左千户所,Jinshan beiyu zuo qianhusuo
735,300105,临清卫,Linqing wei
736,4908,东昌府,Dongchang Fu
737,4945,登州府,Dengzhou Fu
738,4955,莱州府,Laizhou Fu
739,6117,潮州府,Chaozhou Fu
740,4876,兖州府,Yanzhou Fu
741,4459,真定府,Zhending Fu
742,4507,广平府,Guangping Fu
743,4413,保定府,Baoding Fu
744,300076,宁远中右千户所,Ningyuan zhong-you qianhusuo
745,4929,青州府,Qingzhou Fu
746,6166,廉州府,Lianzhou Fu
747,6326,结安州,Jie'an Zhou
748,6219,桂林府,Guilin Fu
749,4437,河间府,Hejian Fu
750,6233,柳州府,Liuzhou Fu
751,4497,顺德府,Shunde Fu
752,4448,天津卫,Tianjin Wei
753,300455,天津右卫,Tianjin you wei
754,300454,天津左卫,Tianjin zuo wei
755,300115,宁津守御千户所,Ningjin shouyu qianhusuo
756,5406,宁波府,Ningbo Fu
757,4759,平阳府,Pingyang Fu
758,4708,潞州,Lu Zhou
759,4812,蔚州,Yu Zhou
760,4722,太原府,Taiyuan Fu
761,4804,浑源州,Hunyuan Zhou
762,4809,朔州,Shuo Zhou
763,4802,大同,Datong
764,4806,应州,Ying Zhou
765,4349,宣府左卫,Xuanfuzuo Wei
766,4803,怀仁,Huairen
767,4350,宣府右卫,Xuanfuyou Wei
768,300120,濮州备御千户所,Puzhou beiyu  qianhusuo
769,5412,台州府,Taizhou Fu
770,303637,锦州卫,Jinzhou Wei
771,300108,兖州护卫,Yanzhou huwei
772,300065,定辽前卫,Dingliao qian wei
773,4375,开平卫,Kaiping Wei
774,4840,济南府,Ji'nan Fu
775,5342,嘉兴府,Jiaxing Fu
776,300067,沈阳中卫,Shenyang zhong wei
777,5352,湖州府,Huzhou Fu
778,5379,衢州府,Quzhou Fu
779,5420,温州府,Wenzhou Fu
780,5370,金华府,Jinhua Fu
781,5396,绍兴府,Shaoxing Fu
782,6349,思明府,Siming Fu
783,300068,州卫,Fuzhou wei
784,6158,高州府,Gaozhou Fu
785,6172,雷州府,Leizhou Fu
786,6021,汀州府,Tingzhou Fu
787,6033,兴化府,Xinghua Fu
788,6316,左州,Zuo Zhou
789,300128,泾府仪卫司,Jingfu Yiweisi
790,300092,青州左卫,Qingzhou zuo wei
791,300089,辽海后后千户所,Liaohai hou-hou qianhusuo
792,300090,东宁中左千户所,Dongning zhong-zuo qianhusuo
793,300510,开原卫,Kaiyuan wei
794,4346,保安州,Bao'an Zhou
795,4381,顺天府,Shuntian Fu
796,300127,德府仪卫司,Defu Yiweisi
797,6176,琼州府,Qiongzhou Fu
798,6065,广州府,Guangzhou Fu
799,6212,思陵州,Siling Zhou
